id,maintainable_item,part,position_1pm,failure_mode_tm,failure_cause_tm,work_order_type,work_order,work_order_desc,actual_start_date,actual_finish,equip_name,equip_id,notification,long_text_notification,material,material_desc,batch,purchase_item_text,operation,vendor,workstream,model,model_size,model_variant,edited_flag,censored,remove,cum_smu_hours,actual_materials_cost,actual_services_cost
708,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,,,PM03,432859127,Replace RP contactor tips,8/04/2017,8/04/2017,3131.01.04.74-TK032,3131.01.04.74-TK032,416179395,08.04.2017 03:52:46 UTC Corey Oliver (OLIVC91) Phone +61407754106    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Replace RP contactor tips.  1 HV electrician x 1hr  10858502 x 2   *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,18083,6062.99,0
709,Grid Blower Motor Brushes: MOTR-BRSH-51,Motor Brush,R,,,PM02,427611251,16000H Elec Repl Motr Grid Blwr RH RD19,9/04/2017,10/04/2017,3131.01.04.74-TK019,3131.01.04.74-TK019,415955030,,10369095,"MOTOR ASSY,BLOWER,KOMATSU XA4146",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,32960,10100.56,0
710,Grid Blower Motor Brushes: MOTR-BRSH-51,Motor Brush,F,,,PM02,427611252,16000H Elec Repl Motr Grid Blwr LH RD19,9/04/2017,10/04/2017,3131.01.04.74-TK019,3131.01.04.74-TK019,415955031,,10369095,"MOTOR ASSY,BLOWER,KOMATSU XA4146",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,32960,8527.01,0
711,Grid Blower Motor: MOTR-51,Blower Motor,R,,,PM02,427611251,16000H Elec Repl Motr Grid Blwr RH RD19,9/04/2017,10/04/2017,3131.01.04.74-TK019,3131.01.04.74-TK019,415955030,,10369095,"MOTOR ASSY,BLOWER,KOMATSU XA4146",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,32960,10100.56,0
712,Grid Blower Motor: MOTR-51,Blower Motor,F,,,PM02,427611252,16000H Elec Repl Motr Grid Blwr LH RD19,9/04/2017,10/04/2017,3131.01.04.74-TK019,3131.01.04.74-TK019,415955031,,10369095,"MOTOR ASSY,BLOWER,KOMATSU XA4146",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,32960,8527.01,0
670,Grid Blower Motor Brushes: MOTR-BRSH-51,Motor Brush,,Worn,Age,PM01,414248775,Replace O/C EGT Sensors RD23,9/02/2017,9/02/2017,RD23,3131.01.04.74-TK023,,,,,,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,1,0,0,32183,0,0
714,Grid Blower Motor: MOTR-51,Blower Motor,F,Failed,Worn Brushes,PM03,432869423,blower motor u/s,17/04/2017,17/04/2017,3131.01.04.74-TK020,3131.01.04.74-TK020,416240333,17.04.2017 00:03:32 UTC Todd Woolston (WOOLT1)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names): Blower motor flashed over needs to be replaced.    * mn15-E02 6 hours    Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10369095,"MOTOR ASSY,BLOWER,KOMATSU XA4146",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,34107,8130,0
671,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM01,414190418,Replace Grease Pump RD32,11/02/2017,11/02/2017,3131.01.04.74-TK032,3131.01.04.74-TK032,415448119,20.12.2016 16:07:10 UTC Troy Davies (DAVIT9) Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names): During oil level inspection was found that the oil was mixed with grease. Seal in pump leaking and pump box making oil from grease leaking in. Will need to replace. 1x Fitter 4hr 1x 10874750 Pump Assm 1x 10872124 Gasket,10366692,"BRUSH,KOMATSU VE7260",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,17191,10713.1,0
672,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM01,414190418,Replace Grease Pump RD32,11/02/2017,11/02/2017,3131.01.04.74-TK032,3131.01.04.74-TK032,415448119,20.12.2016 16:07:10 UTC Troy Davies (DAVIT9) Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names): During oil level inspection was found that the oil was mixed with grease. Seal in pump leaking and pump box making oil from grease leaking in. Will need to replace. 1x Fitter 4hr 1x 10874750 Pump Assm 1x 10872124 Gasket,10366693,"BRUSH,R320,KOMATSU VE7263",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,1,17191,10713.1,0
673,Grid Blower Motor Brushes: MOTR-BRSH-51,Contactor Tip,,Worn,Age,PM01,414190418,Replace Grease Pump RD32,11/02/2017,11/02/2017,RD32,3131.01.04.74-TK032,,,,,,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,17191,0,0
718,Grid Blower Motor: MOTR-51,Blower Motor,F,Failed,Contamination,PM03,432871116,C/O BLOWER MOTOR 1,21/04/2017,22/04/2017,3131.01.04.74-TK016,3131.01.04.74-TK016,416252402,18.04.2017 07:07:06 UTC Madison Bishop (BISHM3)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  GRID BLOWER MOTOR 1 COMMUTATOR IN POOR CONDITION. NEEDS TO BE REPLACED.     *  CLEANED UP COMMUTATOR AND REPLACED BRUSHES ENTERED NOTIFICATION   Define work requirements; including known materials specialist labour special tools that are required:  1X ELECTRICIAN 8 HOURS 1X 10369095   *   NIL  *   NIL ,10369095,"MOTOR ASSY,BLOWER,KOMATSU XA4146",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,22832,8130,0
719,Diode Board: DIOD-21,Diode Board,,Failed,Contamination,PM03,432872971,Body up alarm,22/04/2017,22/04/2017,3131.01.04.74-TK013,3131.01.04.74-TK013,416265714,20.04.2017 01:39:04 UTC Danny Wallace (WALLD92)   Body up sonic alarm not working 3x 10366667 1x 10366665 mn15-e02 x1   *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10368990,"CARD,DIODE,C/W SOUND CARD,BIRRANA B12071",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,22832,3098.65,0
676,Grid Blower Motor Brushes: MOTR-BRSH-51,Motor Brush,,Worn,Age,PM02,427343408,28D Svce PM RD26,23/02/2017,23/02/2017,3111.01.04.74-TK026,3111.01.04.74-TK026,415213361,23.02.2017 07:08:33 UTC Scott Williams (WILLIS92) Phone +61749805843 Completed,10861228,"BRUSH,KOMATSU VE70761",,,Blackwater Mine,,Drive System (HV),0.093,,,0,0,0,8276,4805.6,0
721,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,,,PM03,432880237,Alternator brushes need replacing,27/04/2017,27/04/2017,3131.01.04.74-TK027,3131.01.04.74-TK027,416314451,26.04.2017 03:30:18 UTC Ronald Piggott (PIGGR9)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Alternator brushes need replacing 5 x brushes 10366693 1 x elec 2hrs   *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10366693,"BRUSH,R320,KOMATSU VE7263",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,1,0,18560,435,0
677,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM02,427343408,28D Svce PM RD26,23/02/2017,23/02/2017,3111.01.04.74-TK026,3111.01.04.74-TK026,415213361,23.02.2017 07:08:33 UTC Scott Williams (WILLIS92) Phone +61749805843 Completed,10366693,"BRUSH,R320,KOMATSU VE7263",,,Blackwater Mine,,Drive System (HV),0.093,,,0,0,0,8276,4805.6,0
682,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM02,427367465,Mech Svce Truck Rear Dump RD35,25/02/2017,26/02/2017,3131.01.04.74-TK035,3131.01.04.74-TK035,415287705,,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,16698,7893.67,0
684,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM02,427357316,28D Svce PM RD27,28/02/2017,28/02/2017,3111.01.04.74-TK027,3111.01.04.74-TK027,415259917,28.02.2017 03:10:26 UTC Kris Day (DAYKR9) Phone 0459841998 COMPLETED AND ATTACHED,10366693,"BRUSH,R320,KOMATSU VE7263",,,Blackwater Mine,,Drive System (HV),0.093,,,0,0,0,8123,7897.91,0
685,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM02,427357316,28D Svce PM RD27,28/02/2017,28/02/2017,3111.01.04.74-TK027,3111.01.04.74-TK027,415259917,28.02.2017 03:10:26 UTC Kris Day (DAYKR9) Phone 0459841998 COMPLETED AND ATTACHED,10366621,"CONTACT KIT,RP,KOMATSU GE1075",,,Blackwater Mine,,Drive System (HV),0.093,,,0,0,0,8123,7897.91,0
686,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM02,427398610,28D Svce PM RD28,28/02/2017,1/03/2017,3111.01.04.74-TK028,3111.01.04.74-TK028,415390540,28.02.2017 16:21:41 UTC Ian Hansen (HANSI9) completed,10366621,"CONTACT KIT,RP,KOMATSU GE1075",,,Blackwater Mine,,Drive System (HV),0.093,,,0,0,0,8011,4211.83,0
692,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM03,432824198,RP1 tips welded shut,7/03/2017,7/03/2017,3131.01.04.74-TK022,3131.01.04.74-TK022,415954022,06.03.2017 12:03:55 UTC Owen Nugent (NUGEO91)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  RP1 tips welded shut   *    Define work requirements; including known materials specialist labour special tools that are required:  10858502 x 1 12-4 for 4 hours   *  nil   *  nil   ,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,31939,3031.59,0
693,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM03,432829344,Payload reading incorrect,11/03/2017,11/03/2017,3131.01.04.74-TK016,3131.01.04.74-TK016,415988703,11.03.2017 03:06:18 UTC Frank Horvat (GRHORF)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):   Payload reading incorrect  *   L/H FRONT SUSPENSION CYLINDER READING TOO HIGH.REPLACE SENSOR Define work requirements; including known materials specialist labour special tools that are required:   1 X FITTER 3HRS  *     *    ,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,22210,8211.05,0
694,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM03,432830271,worn Rp contacts need replacing,12/03/2017,12/03/2017,3131.01.04.74-TK018,3131.01.04.74-TK018,415994370,12.03.2017 02:56:38 UTC Ronald Piggott (PIGGR9)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  worn Rp contacts need replacing RP 1 and RP 2 contacts need replacing Also both pivot terminals as well 1 x elect 2 hrs 2 x 10858502 2 x 10879568   *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,32651,11248.17,0
695,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM02,427417905,28D Svce PM RD26,23/03/2017,25/03/2017,3111.01.04.74-TK026,3111.01.04.74-TK026,415449705,24.03.2017 23:56:58 UTC Ian Hansen (HANSI9) DOWNLOADS DOWNLOADED ON TO USB STICK,10366621,"CONTACT KIT,RP,KOMATSU GE1075",,,Blackwater Mine,,Drive System (HV),0.093,,,0,0,0,8795,3505.79,0
696,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,rough rotor surface,PM03,432844586,replace blower brush,26/03/2017,26/03/2017,3131.01.04.74-TK023,3131.01.04.74-TK023,416086771,25.03.2017 09:20:03 UTC Rebecca Benoit (COXRE) Phone +6149414948    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Replace brushes with self rounding brushes  8 x 10366617 1 x MN15-E02     *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10366617,"BRUSH,SRB,KOMATSU GE0704",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,1,32790,1920,0
732,Retarder Grid: RTDR-21,Retarder Grid Cables,,Damaged,Loose Connectors,PM02,432900336,Acc. Damage Repairs from Fire,13/05/2017,29/05/2017,3131.01.04.74-TK020,3131.01.04.74-TK020,416459610,12.05.2017 15:07:57 UTC Jeff Dundas (DUNDJ) Phone +61432152858    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Acc. Damage Repairs from Fire   *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,,,,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,1,34513,85897.92,29238.52
698,Grid Blower Motor Brushes: MOTR-BRSH-51,Retard Lever,,Worn,Age,PM03,432844586,replace blower brush,26/03/2017,26/03/2017,RD23,3131.01.04.74-TK023,,,,,,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,32790,0,0
699,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM02,427451489,Mech Svce Truck Rear Dump RD25,2/04/2017,2/04/2017,3131.01.04.74-TK025,3131.01.04.74-TK025,415534472,,10366692,"BRUSH,KOMATSU VE7260",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,31625,17521.3,0
700,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM02,427451489,Mech Svce Truck Rear Dump RD25,2/04/2017,2/04/2017,3131.01.04.74-TK025,3131.01.04.74-TK025,415534472,,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,31625,17521.3,0
701,Grid Blower Motor Brushes: MOTR-BRSH-51,Motor Brush,,Worn,Age,PM02,427451489,Mech Svce Truck Rear Dump RD25,2/04/2017,2/04/2017,RD25,3131.01.04.74-TK025,,,,,,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,31625,0,0
702,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM02,427474433,Mech Svce Truck Rear Dump RD16,3/04/2017,3/04/2017,3131.01.04.74-TK016,3131.01.04.74-TK016,415595841,,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,22523,18300.69,0
713,Grid Blower Motor Brushes: MOTR-BRSH-51,Motor Brush,F,Worn,Age,PM03,432869423,blower motor u/s,17/04/2017,17/04/2017,3131.01.04.74-TK020,3131.01.04.74-TK020,416240333,17.04.2017 00:03:32 UTC Todd Woolston (WOOLT1)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names): Blower motor flashed over needs to be replaced.    * mn15-E02 6 hours    Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10369095,"MOTOR ASSY,BLOWER,KOMATSU XA4146",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,34107,8130,0
715,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM03,432871456,Replace RP contactor tips,19/04/2017,19/04/2017,3131.01.04.74-TK024,3131.01.04.74-TK024,416254259,18.04.2017 15:03:58 UTC Corey Oliver (OLIVC91) Phone +61407754106    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Replace RP contactor tips.   *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,32082,6062.36,0
716,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM03,432864583,Replace worn contact tips,19/04/2017,19/04/2017,3131.01.04.74-TK029,3131.01.04.74-TK029,416211812,12.04.2017 19:20:02 UTC Rebecca Benoit (COXRE) Phone +6149414948    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Replace contact tips as they are worn.  10858502 x 4  1 x MN15-E02 x 3hrs    *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,18788,12124.72,0
741,Horn: HORN-21,Horn,,Failed,contamination,PM01,414318389,Repair Electric Horn RD26,20/05/2017,21/05/2017,3111.01.04.74-TK026,3111.01.04.74-TK026,416057334,21.03.2017 13:50:00 UTC Graeme Hansen (HANSG9)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names): Electric horn U/S    * Notification raised    Define work requirements; including known materials specialist labour special tools that are required: 1 x electrician 4 hrs to repair electric horn Parts needed: 1 x horn - PC0244 1 x contact ass. - XA5621 1 x button - PC1621    *     *      ,10859117,"HORN,KOMATSU PC0244",,,Blackwater Mine,,Drive System (HV),0.093,,,0,0,0,9612,2723.3,0
717,Grid Blower Motor Brushes: MOTR-BRSH-51,Motor Brush,F,Worn,Damaged Rotor,PM03,432871116,C/O BLOWER MOTOR 1,21/04/2017,22/04/2017,3131.01.04.74-TK016,3131.01.04.74-TK016,416252402,18.04.2017 07:07:06 UTC Madison Bishop (BISHM3)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  GRID BLOWER MOTOR 1 COMMUTATOR IN POOR CONDITION. NEEDS TO BE REPLACED.     *  CLEANED UP COMMUTATOR AND REPLACED BRUSHES ENTERED NOTIFICATION   Define work requirements; including known materials specialist labour special tools that are required:  1X ELECTRICIAN 8 HOURS 1X 10369095   *   NIL  *   NIL ,10369095,"MOTOR ASSY,BLOWER,KOMATSU XA4146",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,22832,8130,0
720,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM03,432877123,contact tips,24/04/2017,24/04/2017,3131.01.04.74-TK026,3131.01.04.74-TK026,416292802,23.04.2017 13:12:51 UTC Danny Wallace (WALLD92) Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names) 4x 10858502 1x e02  *   Define work requirements; including known materials specialist labour special tools that are required   *   *  ,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,18540,3031.18,0
722,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM02,427503984,(ryco)28D Svce PM RD27,27/04/2017,6/09/2017,3111.01.04.74-TK027,3111.01.04.74-TK027,415672129,27.04.2017 03:10:43 UTC Steven Herbst (HERBS9) completed,10366621,"CONTACT KIT,RP,KOMATSU GE1075",,,Blackwater Mine,,Drive System (HV),0.093,,,0,0,0,9125,7235.05,61.9
723,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM01,414334922,Replace Contact Tips And Pivot RD31,28/04/2017,28/04/2017,3131.01.04.74-TK031,3131.01.04.74-TK031,416143830,03.04.2017 06:39:21 UTC Greg Perrett (PERRG9) Retard Group and RP Contactor repairs Replace contact tips and pivot Electrician 2 Hrs Parts 10858502 x 5 10879568 x 5 Replace Blower Brushes part 10366692 x 8 10366693 x 12,10366692,"BRUSH,KOMATSU VE7260",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,17944,20291.17,0
746,Blower Pressure Sensor: SNSR-23,Sensor,,Inoperable,contamination,PM01,414248647,Replace Tub Air Ducts & Sensor RD14,24/05/2017,25/05/2017,3131.01.04.74-TK014,3131.01.04.74-TK014,415708282,28.01.2017 16:47:33 UTC Danny Wallace (WALLD92) Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names) The rear tub motor ducting needs replacing and the tub sensor needs replacing when ducting replaced 1x 11012227 1x 10996197 1x 10915560  * notification  Define work requirements; including known materials specialist labour special tools that are required 1x worker 3hrs  * to set sensor need truck running for about 1/2 hr  *  ,10915560,"SWITCH,KOMATSU 58F0601860",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,23476,2371.51,0
747,Blower Pressure Sensor: SNSR-23,Sensor,,Inoperable,contamination,PM01,414294689,Replace Pressure Switch Tub RD27,27/05/2017,27/05/2017,3131.01.04.74-TK027,3131.01.04.74-TK027,415933065,03.03.2017 04:15:05 UTC Danny Wallace (WALLD92)  Control Blower Pressure switch alarm investergate and repair 1x electrician 2hrs 1x 10386487   *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10915560,"SWITCH,KOMATSU 58F0601860",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,19030,1102.63,0
724,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM01,414334922,Replace Contact Tips And Pivot RD31,28/04/2017,28/04/2017,3131.01.04.74-TK031,3131.01.04.74-TK031,416143830,03.04.2017 06:39:21 UTC Greg Perrett (PERRG9) Retard Group and RP Contactor repairs Replace contact tips and pivot Electrician 2 Hrs Parts 10858502 x 5 10879568 x 5 Replace Blower Brushes part 10366692 x 8 10366693 x 12,10366693,"BRUSH,R320,KOMATSU VE7263",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,1,17944,20291.17,0
725,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM01,414334922,Replace Contact Tips And Pivot RD31,28/04/2017,28/04/2017,3131.01.04.74-TK031,3131.01.04.74-TK031,416143830,03.04.2017 06:39:21 UTC Greg Perrett (PERRG9) Retard Group and RP Contactor repairs Replace contact tips and pivot Electrician 2 Hrs Parts 10858502 x 5 10879568 x 5 Replace Blower Brushes part 10366692 x 8 10366693 x 12,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,17944,20291.17,0
750,Retard Grid Resistors: RSTR-23,Resistor,,Failed,Age,PM03,432920860,Propel fault,3/06/2017,3/06/2017,3111.01.04.74-TK028,3111.01.04.74-TK028,416589955,30.05.2017 03:29:53 UTC James Bayntun (BAYNJ9) Phone +61749805657  Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Reported that the machine is having propel retard faults   *  sent fitter down to investigate fault   Define work requirements; including known materials specialist labour special tools that are required:  1 fitter x 4hrs to investigate repair   *     *     03.06.2017 05:22:01 UTC Reece Robinson (ROBIR9) waited for grids from perth and brisbane fitted parts on 02.06.2017 tetsed and machine went back to work no issue.,10929504,,,58F-06-01640 RESISTOR,Blackwater Mine,30100768,Drive System (HV),0.093,,,0,0,0,9673,57475.62,0
751,Retard Grid Resistors: RSTR-23,Resistor,,Failed,Poor Connection,PM03,432920860,Propel fault,3/06/2017,3/06/2017,3111.01.04.74-TK028,3111.01.04.74-TK028,416589955,30.05.2017 03:29:53 UTC James Bayntun (BAYNJ9) Phone +61749805657  Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Reported that the machine is having propel retard faults   *  sent fitter down to investigate fault   Define work requirements; including known materials specialist labour special tools that are required:  1 fitter x 4hrs to investigate repair   *     *     03.06.2017 05:22:01 UTC Reece Robinson (ROBIR9) waited for grids from perth and brisbane fitted parts on 02.06.2017 tetsed and machine went back to work no issue.,10929503,,,58F-06-01660 RESISTOR,Blackwater Mine,30100768,Drive System (HV),0.093,,,0,0,0,9673,57475.62,0
726,Grid Blower Motor Brushes: MOTR-BRSH-51,Motor Brush,,Worn,Age,PM01,414334922,Replace Contact Tips And Pivot RD31,28/04/2017,28/04/2017,RD31,3131.01.04.74-TK031,,,,,,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,17944,0,0
727,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM03,432883885,contact tips,29/04/2017,29/04/2017,3131.01.04.74-TK013,3131.01.04.74-TK013,416339651,29.04.2017 01:16:39 UTC Danny Wallace (WALLD92)  contact tips worn need replacing   *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,22965,6062.36,0
754,Arc Chutes: ACHUT-21,Arc Chutes,,damaged,heat,PM03,432937283,Replace RP contactor tips,13/06/2017,13/06/2017,3131.01.04.74-TK023,3131.01.04.74-TK023,416696819,13.06.2017 09:21:18 UTC Corey Oliver (OLIVC91) Phone +61407754106    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Replace RP contactor tips and arc chutes.   *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10366616,"CHUTE,ARC,KOMATSU GE0696",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,34122,6382,0
728,Grid Blower Motor Brushes: MOTR-BRSH-51,Motor Brush,R,Worn,Age,PM01,414334919,Replace RH Grid Brushes RD16,6/05/2017,6/05/2017,3131.01.04.74-TK016,3131.01.04.74-TK016,416138249,02.04.2017 17:00:45 UTC Corey Oliver (OLIVC91) Phone +61407754106    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Replace RH grid brushes next service.  1 x MN15-E02 for 2hrs  8 x 11000648   *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,11000648,"BRUSH,KOMATSU VE8445",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,23094,216.72,0
756,Retard Contactor: CTCR-21,Contactor,RP1,Damaged,tip maintenance,PM03,432939067,RP1 contactor tip to be replace,15/06/2017,15/06/2017,3131.01.04.74-TK022,3131.01.04.74-TK022,416710142,15.06.2017 02:41:44 UTC Rebecca Benoit (COXRE) Phone +6149414948 RP1 contactor tip to be replace,10369098,"CONTACTOR,KOMATSU GE0647",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,33646,7106.99,0
729,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM03,432893541,Replace blower motor brushes,7/05/2017,7/05/2017,3131.01.04.74-TK018,3131.01.04.74-TK018,416410705,07.05.2017 00:39:31 UTC Corey Oliver (OLIVC91) Phone +61407754106    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Replace blower motor brushes.   *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10869861,"BRUSH,R318,KOMATSU VE4034",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,33336,215.94,0
758,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Failed,Contactor Condition,PM03,432939067,RP1 contactor tip to be replace,15/06/2017,15/06/2017,3131.01.04.74-TK022,3131.01.04.74-TK022,416710142,15.06.2017 02:41:44 UTC Rebecca Benoit (COXRE) Phone +6149414948 RP1 contactor tip to be replace,10369098,"CONTACTOR,KOMATSU GE0647",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,33646,7106.99,0
730,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM03,432900336,Acc. Damage Repairs from Fire,13/05/2017,29/05/2017,3131.01.04.74-TK020,3131.01.04.74-TK020,416459610,12.05.2017 15:07:57 UTC Jeff Dundas (DUNDJ) Phone +61432152858    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Acc. Damage Repairs from Fire   *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10366693,"BRUSH,R320,KOMATSU VE7263",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,34513,85897.92,29238.52
